,Data do Acidente,Latitude,Longitude,Condições Climáticas,Hora
2140,2016-02-26,"-23,697385707467273","-46,60243504112854","('Partially cloudy', None)",6
2141,2016-02-26,"-23,549783","-46,835083","('Partially cloudy', None)",12
2142,2016-02-25,"-23,53822","-46,647847","('Partially cloudy', None)",11
2143,2016-02-25,"-23,529715","-46,791042","('Partially cloudy', None)",18
2144,2016-02-24,"-23,702507787","-46,397130469","('Partially cloudy', None)",19
2145,2016-02-23,"-23,416205","-46,454333","('Overcast', None)",16
2146,2016-02-21,"-23,449502","-46,573719","('Clear', None)",4
2147,2016-02-21,"-23,482989","-46,491904","('Partially cloudy', None)",3
2148,2016-02-21,"-23,3509908884","-46,1773189122","('Partially cloudy', None)",10
2149,2016-02-20,"-23,482058","-46,630197","('Partially cloudy', None)",5
2150,2016-02-19,"-23,655241","-46,692148","('Partially cloudy', None)",18
2151,2016-02-19,"-23,7156999","-46,53315","('Partially cloudy', None)",23
2152,2016-02-18,"-23,623247","-46,651208","('Partially cloudy', None)",15
2153,2016-02-18,"-23,293925","-46,730286","('Clear', None)",0
2154,2016-02-17,"-23,521566","-46,638355","('Partially cloudy', None)",19
2155,2016-02-17,"-23,598867","-46,466224","('Partially cloudy', None)",18
2156,2016-02-15,"-23,540592175","-46,175858168","('Clear', None)",6
2157,2016-02-13,"-23,777373","-46,522031","('Partially cloudy', None)",16
2158,2016-02-12,"-23,4678284","-46,5136009","('Partially cloudy', None)",20
2159,2016-02-11,"-23,71315","-46,39569","('Partially cloudy', None)",13
2160,2016-02-10,"-23,451765","-46,709532","('Clear', None)",3
2161,2016-02-10,"-23,512456","-46,418963","('Overcast', None)",23
2162,2016-02-10,"-23,51915914","-46,388711846","('Clear', None)",6
2163,2016-02-10,"-23,619966354","-46,556087608","('Partially cloudy', None)",7
2164,2016-02-09,"-23,632257","-46,668785","('Clear', None)",2
2165,2016-02-09,"-23,750837","-46,599502","('Clear', None)",22
2166,2016-02-08,"-23,635110797","-46,775826583","('Clear', None)",3
2167,2016-02-08,"-23,508037","-46,656149","('Clear', None)",23
2168,2016-02-07,"-23,666843","-46,790823","('Partially cloudy', None)",11
2169,2016-02-07,"-23,6840269","-46,6584301","('Partially cloudy', None)",7
2170,2016-02-07,"-23,5534774","-46,8008274","('Partially cloudy', None)",13
2171,2016-02-07,"-23,4686303","-46,898405367","('Partially cloudy', None)",19
2172,2016-02-06,"-23,633881","-46,774258","('Partially cloudy', None)",3
2173,2016-02-06,"-23,547299","-46,501625","('Overcast', None)",23
2174,2016-02-06,"-23,542873","-46,318408","('Partially cloudy', None)",13
2175,2016-02-05,"-23,509477","-46,70952","('Partially cloudy', None)",10
2176,2016-02-02,"-23,312261369","-46,8173709546","('Clear', None)",6
2177,2016-02-01,"-23,452095","-46,708842","('Clear', None)",5
2178,2016-02-01,"-23,507551","-46,702726","('Clear', None)",11
2179,2016-01-31,"-23,661681","-46,658163","('Partially cloudy', None)",19
2180,2016-01-31,"-23,64534","-46,430848","('Clear', None)",0
